variable,in_waves,n_waves,first_wave,last_wave,label_y_latest,value_scheme_stable,schemes_seen
SETOUT5_ABSEILING_H03,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Abseiling: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_AIKIDO_S04,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Aikido: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_ANGLING_I01,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Angling: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_ARCHERY_J01,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Archery: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_BADMINTON_G02,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Badminton: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_BASESOFTBALL_F13,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Baseball or Softball: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_BASKETBALL_F07,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Basketball: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_BOCCIA_L11,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Boccia: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_BODYWEIGHT_P25,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Body weight exercises: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_BOOTCAMP_P22,2;3;4;5;6;7;8,7,2,8,"Outdoor setting: Bootcamp (e.g. drill sergeant, military fitness): Historic Estates and Gardens",YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_BOULES_L12,2;3;4;5;6;7;8,7,2,8,"Outdoor setting: Boules, petanque, deck bowls: Historic Estates and Gardens",YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_BOWLSCARPET_U18,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Carpet bowls: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_BOWLSCROWNGREEN_U19,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Crown green bowls: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_BOWLSFLATGREEN_U20,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Flat green bowls: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_BOWLSSHORTMAT_U23,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Short mat bowls: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_BOWLS_L10,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Bowls: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_BOXCLASS_P03,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Boxing class: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_BOXINGTRAD_S01,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Boxing (traditional): Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_CANOEING_H09,2;3;4;5;6;7;8,7,2,8,"Outdoor setting: Canoeing, kayaking, rafting or paddleboarding: Historic Estates and Gardens",YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_CANOE_R09,8,1,8,8,"Outdoor setting: Canoeing, kayaking or rafting: Historic Estates and Gardens",YES,[w8] 0=No|1=Yes
SETOUT5_CARDIOCLASS_P04,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Cardio class: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_CAVING_H02,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Caving or pot holing: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_CHEERLEADING_L15,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Cheerleading: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_CIRCUITS_P20,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Circuit training: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_CLIMBBOULD_H16,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Climbing or bouldering: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_CLIMBWALL_R02,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Climbing or bouldering wall: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_CORECLASS_P05,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Core strength class: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_CRICKETLONG_Q06,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Long form cricket match (e.g. 40-50 overs): Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_CRICKETNETPRAC_Q09,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Cricket nets or practice: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_CRICKETOTH_Q12,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Other cricket: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_CRICKETSHORT_Q07,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Short form cricket match (e.g. 20:20): Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_CRICKET_F02,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Cricket: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_CROQUET_I05,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Croquet: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_CYCBMX_N03,2;3;4;5;6;7;8,7,2,8,Outdoor setting: BMX: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_CYCCROSS_N06,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Cyclo-cross: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_CYCLECLASS_P06,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Cycle class: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_CYCLEISURE_N01,4;5;6;7;8,5,4,8,Outdoor setting: Cycling for leisure: Historic Estates and Gardens,YES,"[w4,5,6,7,8] 0=No|1=Yes"
SETOUT5_CYCMOUNTAIN_N02,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Mountain biking: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_CYCROAD_N04,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Road cycling or racing: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_CYCTRACK_N05,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Track cycling: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_CYCTRAV_B04,4;5;6;7;8,5,4,8,Outdoor setting: Cycling for travel: Historic Estates and Gardens,YES,"[w4,5,6,7,8] 0=No|1=Yes"
SETOUT5_DANCEART_B05,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Creative or artistic dance: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_DANCECLASS_P07,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Dance-based class: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_DANCEOTHER_O01,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Other types of dancing: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_DARTS_I08,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Darts: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_DIVING_U05,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Diving: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_DODGEBALL_F12,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Dodgeball: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_DRIVINGRANGE_U10,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Driving range: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_EQUESTDRESSAGE_U15,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Dressage: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_EQUESTEVENTING_U16,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Eventing: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_EQUESTHACKING_U12,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Hacking or pony trekking: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_EQUESTOTHER_U17,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Other horse riding: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_EQUESTSCHOOLING_U13,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Schooling: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_EQUESTSHOWJUMP_U14,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Show jumping: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_EQUEST_L09,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Equestrian: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_EXBIKE_P12,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Exercise bike: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_EXMACHINESOTHER_P16,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Other exercise machine: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_EXMACHINES_E03,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Exercise machines: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_FELLRUNNING_L04,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Fell running: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_FENCING_J03,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Fencing: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_FITCLASS_E02,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Fitness class: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_FOOTBALL11_Q01,2;3;4;5;6;7;8,7,2,8,Outdoor setting: 11 a-side football: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_FOOTBALLOTHER_Q05,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Other football: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_FOOTBALLSMALL_Q02,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Small sided football: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_FOOTBALLWALK_Q04,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Walking football: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_FOOTBALL_F01,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Football: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_FREEWEIGHTS_P18,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Free weights: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_FRISBEE_I03,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Frisbee or ultimate frisbee: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_FUTSAL_Q03,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Futsal: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_GARDENTRAMP_L14,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Garden trampolining: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_GLIDING_H08,2;3;4;5;6;7;8,7,2,8,"Outdoor setting: Gliding, paragliding or handgliding: Historic Estates and Gardens",YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_GOALBALL_F15,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Goalball: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_GOLFADV_U11,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Adventure or crazy golf: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_GOLFFULL_U08,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Full course golf: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_GOLFSHORT_U09,2;3;4;5;6;7;8,7,2,8,"Outdoor setting: Short course golf, par 3, pitch and putt, putting: Historic Estates and Gardens",YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_GOLF_L08,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Golf: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_GYMNASTICSONLY_U24,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Gymnastics: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_GYM_E01,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Gym session: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_HANDBALL_F16,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Handball: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_HIIT_P24,2;3;4;5;6;7;8,7,2,8,Outdoor setting: High intensity: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_HILLWALK_H15,3;4;5;6;7;8,6,3,8,"Outdoor setting: Hill and mountain walking, hiking, mountaineering: Historic Estates and Gardens",YES,"[w3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_HILLWALK_R03,2;3,2,2,3,"Outdoor setting: Hill and mountain walking, hiking, mountaineering (ONLINE ONLY): Historic Estates and Gardens",YES,"[w2,3] 0=No|1=Yes"
SETOUT5_HILLWALK_R06,3;4;5;6;7;8,6,3,8,Outdoor setting: Hill or mountain walking or hiking: Historic Estates and Gardens,YES,"[w3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_HOCKEY_F09,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Hockey: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_ICEHOCKEY_K03,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Ice hockey: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_ICESKATING_I02,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Ice skating: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_INTSESSION_E05,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Interval sessions: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_JUDO_J04,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Judo: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_JUJITSU_S03,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Ju-Jitsu: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_KARATE_S02,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Karate: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_KITESURF_R08,8,1,8,8,Outdoor setting: Kite surfing: Historic Estates and Gardens,YES,[w8] 0=No|1=Yes
SETOUT5_LACROSSE_F14,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Lacrosse: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_LIFESAVING_H13,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Life-saving: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_MARTIALCHINESE_S05,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Chinese martial arts: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_MARTIALOTHER_S06,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Other martial arts: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_MARTIAL_J07,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Martial Arts: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_MODPENT_L06,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Modern Pentathlon: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_MOTORSPORTS_L18,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Motor sports: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_MOUNTAIN_H01,3;4;5;6;7;8,6,3,8,Outdoor setting: Climbing or Mountaineering: Historic Estates and Gardens,YES,"[w3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_MOUNTSCRAM_R05,3;4;5;6;7;8,6,3,8,Outdoor setting: Mountaineering and scrambling: Historic Estates and Gardens,YES,"[w3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_NETBALL_F06,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Netball: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_OBSTACLE_L07,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Obstacle course (e.g. Tough Mudder): Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_ORIENTEERING_H04,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Orienteering: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_OTHERFITCLASS_P10,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Other fitness or exercise class: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_PADDLE_R10,8,1,8,8,Outdoor setting: Paddleboarding: Historic Estates and Gardens,YES,[w8] 0=No|1=Yes
SETOUT5_PARKOUR_H05,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Parkour or free running: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_PILATES_P01,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Pilates: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_POOL_I07,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Pool: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_RESISTMACHINE_P17,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Resistance weights machines: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_ROCKCLIMB_R01,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Rock climbing or bouldering: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_ROLLERSKATING_L16,2;3;4;5;6;7;8,7,2,8,"Outdoor setting: Rollerskating, inline skating, rollerblading: Historic Estates and Gardens",YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_ROUNDERS_F11,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Rounders: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_ROWINGWATER_R04,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Rowing (on water): Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_ROWMACHINE_P13,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Rowing machine: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_RUGBYLEAG13_Q17,2;3;4;5;6;7;8,7,2,8,Outdoor setting: 13 a-side rugby league: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_RUGBYLEAGTAG_Q19,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Tag or other rugby league: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_RUGBYLEAGTOUCH_Q18,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Touch rugby league: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_RUGBYLEAGUE_F04,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Rugby League: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_RUGBYUN15_Q13,2;3;4;5;6;7;8,7,2,8,Outdoor setting: 15 a-side rugby union: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_RUGBYUN7_Q15,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Rugby sevens: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_RUGBYUNION_F03,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Rugby Union: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_RUGBYUNTAG_Q16,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Tag or other rugby union: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_RUGBYUNTOUCH_Q14,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Touch rugby union: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_RUNJOG_U07,4;5;6;7;8,5,4,8,Outdoor setting: Running or jogging: Historic Estates and Gardens,YES,"[w4,5,6,7,8] 0=No|1=Yes"
SETOUT5_SAILING_H07,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Sailing: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_SCUBA_H12,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Scuba diving or snorkelling: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_SHOOTING_J08,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Shooting: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_SKATEBOARDING_L17,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Skateboarding: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_SKIPPING_P26,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Skipping: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_SKITTLES_I09,2;3;4;5;6,5,2,6,Outdoor setting: Skittles: Historic Estates and Gardens,YES,"[w2,3,4,5,6] 0=No|1=Yes"
SETOUT5_SLEDDING_K02,2;3;4;5;6;7;8,7,2,8,"Outdoor setting: Sledding, luge, tobogganing: Historic Estates and Gardens",YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_SNOOKER_I06,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Snooker: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_SNOWSPORT_K01,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Snowsport: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_SQUASH_G04,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Squash: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_STEPMACHINE_P14,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Step machine: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_SURFING_H11,2;3;4;5;6;7;8,7,2,8,"Outdoor setting: Surfing, board surfing, body boarding or kite surfing: Historic Estates and Gardens",YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_SURFING_R07,8,1,8,8,"Outdoor setting: Surfing, body surfing or body boarding: Historic Estates and Gardens",YES,[w8] 0=No|1=Yes
SETOUT5_SWIMIN_U02,3;4;5;6;7;8,6,3,8,Outdoor setting: Swimming - Indoors: Historic Estates and Gardens,YES,"[w3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_SWIMJUST_U01,2;3;4;5;6;7;8,7,2,8,Outdoor setting: Swimming: Historic Estates and Gardens,YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_SWIMOPEN_U04,3;4;5;6;7;8,6,3,8,Outdoor setting: Swimming - Open water: Historic Estates and Gardens,YES,"[w3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_SWIMOUTPOOL_U03,3;4;5;6;7;8,6,3,8,Outdoor setting: Swimming - Outdoor pool: Historic Estates and Gardens,YES,"[w3,4,5,6,7,8] 0=No|1=Yes"
SETOUT5_SWIM_L01,2;3;4;5;6;7;8,7,2,8,"Outdoor setting: Swimming, diving or water polo: Historic Estates and Gardens",YES,"[w2,3,4,5,6,7,8] 0=No|1=Yes"
